phase,t_sim,t_phase,pose_t_sim,east_m,north_m,up_m,tilt_deg,lean_bearing_deg
settle,20.7040,2.4960,20.6880,0.0000,0.0000,0.2400,0.0000,0.000
settle,20.8040,2.5960,20.7880,0.0000,0.0000,0.2400,0.0000,0.000
settle,20.9080,2.7000,20.8880,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.0080,2.8000,21.0080,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.1080,2.9000,21.1080,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.2080,3.0000,21.2080,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.3120,3.1040,21.3080,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.4120,3.2040,21.4080,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.5120,3.3040,21.5080,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.6160,3.4080,21.6080,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.7160,3.5080,21.7080,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.8160,3.6080,21.8080,0.0000,0.0000,0.2400,0.0000,0.000
settle,21.9160,3.7080,21.9080,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.0160,3.8080,22.0080,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.1120,3.9040,22.1080,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.2040,3.9960,22.2040,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.3080,4.1000,22.3000,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.4080,4.2000,22.4000,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.5080,4.3000,22.5000,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.6000,4.3920,22.5880,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.7000,4.4920,22.6880,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.8000,4.5920,22.7880,0.0000,0.0000,0.2400,0.0000,0.000
settle,22.9040,4.6960,22.8880,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.0040,4.7960,22.9880,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.1040,4.8960,23.1040,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.2080,5.0000,23.2040,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.3080,5.1000,23.3040,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.4080,5.2000,23.4040,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.5120,5.3040,23.5040,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.6120,5.4040,23.6040,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.7120,5.5040,23.7040,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.8120,5.6040,23.8040,0.0000,0.0000,0.2400,0.0000,0.000
settle,23.9160,5.7080,23.9040,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.0160,5.8080,24.0040,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.1000,5.8920,24.0960,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.1920,5.9840,24.1880,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.2960,6.0880,24.2880,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.3960,6.1880,24.3880,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.5000,6.2920,24.4880,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.6000,6.3920,24.5880,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.7000,6.4920,24.6880,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.8000,6.5920,24.7880,0.0000,0.0000,0.2400,0.0000,0.000
settle,24.9040,6.6960,24.8880,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.0040,6.7960,24.9880,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.1040,6.8960,25.0880,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.2080,7.0000,25.1880,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.3080,7.1000,25.3080,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.4080,7.2000,25.4080,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.5080,7.3000,25.5080,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.6120,7.4040,25.6080,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.7120,7.5040,25.7080,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.8120,7.6040,25.8080,0.0000,0.0000,0.2400,0.0000,0.000
settle,25.9120,7.7040,25.9080,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.0160,7.8080,26.0080,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.1040,7.8960,26.0960,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.2000,7.9920,26.1880,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.3000,8.0920,26.2880,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.4040,8.1960,26.3880,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.5040,8.2960,26.4880,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.6040,8.3960,26.5880,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.7080,8.5000,26.6880,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.8080,8.6000,26.8080,0.0000,0.0000,0.2400,0.0000,0.000
settle,26.9080,8.7000,26.9080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.0120,8.8040,27.0080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.1120,8.9040,27.1080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.2120,9.0040,27.2080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.3120,9.1040,27.3080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.4160,9.2080,27.4080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.5160,9.3080,27.5080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.6160,9.4080,27.6080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.7160,9.5080,27.7080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.8160,9.6080,27.8080,0.0000,0.0000,0.2400,0.0000,0.000
settle,27.9160,9.7080,27.9080,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.0160,9.8080,28.0080,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.1000,9.8920,28.0880,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.1840,9.9760,28.1760,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.2800,10.0720,28.2760,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.3720,10.1640,28.3680,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.4720,10.2640,28.4680,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.5720,10.3640,28.5680,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.6720,10.4640,28.6680,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.7720,10.5640,28.7680,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.8760,10.6680,28.8680,0.0000,0.0000,0.2400,0.0000,0.000
settle,28.9760,10.7680,28.9680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.0760,10.8680,29.0680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.1760,10.9680,29.1680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.2800,11.0720,29.2680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.3800,11.1720,29.3680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.4800,11.2720,29.4680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.5800,11.3720,29.5680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.6840,11.4760,29.6680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.7840,11.5760,29.7680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.8840,11.6760,29.8680,0.0000,0.0000,0.2400,0.0000,0.000
settle,29.9880,11.7800,29.9680,0.0000,0.0000,0.2400,0.0000,0.000
settle,30.0880,11.8800,30.0880,0.0000,0.0000,0.2400,0.0000,0.000
settle,30.1800,11.9720,30.1680,0.0000,0.0000,0.2400,0.0000,0.000
settle,30.2680,12.0600,30.2680,0.0000,0.0000,0.2400,0.0000,0.000
A,30.2680,0.0000,30.2680,0.0000,0.0000,0.2400,0.0000,0.000
A,30.3720,0.1040,30.3680,0.0000,0.0000,0.2400,0.0000,0.000
A,30.4720,0.2040,30.4680,0.0000,0.0000,0.2400,0.0000,0.000
A,30.5720,0.3040,30.5680,0.0000,0.0000,0.2400,0.0000,0.000
A,30.6720,0.4040,30.6680,0.0000,0.0000,0.2400,0.0000,0.000
A,30.7760,0.5080,30.7680,0.0000,0.0000,0.2400,0.0000,0.000
A,30.8760,0.6080,30.8680,0.0000,0.0000,0.2400,0.0000,0.000
A,30.9760,0.7080,30.9680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.0760,0.8080,31.0680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.1760,0.9080,31.1680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.2800,1.0120,31.2680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.3800,1.1120,31.3680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.4800,1.2120,31.4680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.5800,1.3120,31.5680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.6840,1.4160,31.6680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.7840,1.5160,31.7680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.8840,1.6160,31.8680,0.0000,0.0000,0.2400,0.0000,0.000
A,31.9840,1.7160,31.9680,0.0000,0.0000,0.2400,0.0000,0.000
A,32.0880,1.8200,32.0880,0.0000,0.0000,0.2400,0.0000,0.000
A,32.1760,1.9080,32.1680,0.0000,0.0000,0.2400,0.0000,0.000
A,32.2680,2.0000,32.2680,0.0000,0.0000,0.2400,0.0000,0.000
A,32.3720,2.1040,32.3680,0.0000,0.0000,0.2400,0.0000,0.000
A,32.4720,2.2040,32.4680,0.0000,0.0000,0.2400,0.0000,0.000
A,32.5720,2.3040,32.5680,0.0000,0.0000,0.2400,0.0000,0.000
A,32.6720,2.4040,32.6640,0.0000,0.0000,0.2400,0.0000,0.000
A,32.7760,2.5080,32.7640,0.0000,0.0000,0.2400,0.0000,0.000
A,32.8760,2.6080,32.8640,0.0000,0.0000,0.2400,0.0000,0.000
A,32.9760,2.7080,32.9640,0.0000,0.0000,0.2400,0.0000,0.000
A,33.0760,2.8080,33.0640,0.0000,0.0000,0.2400,0.0000,0.000
A,33.1800,2.9120,33.1640,0.0000,0.0000,0.2400,0.0000,0.000
A,33.2800,3.0120,33.2640,0.0000,0.0000,0.2400,0.0000,0.000
A,33.3800,3.1120,33.3640,0.0000,0.0000,0.2400,0.0000,0.000
A,33.4840,3.2160,33.4640,0.0000,0.0000,0.2400,0.0000,0.000
A,33.5840,3.3160,33.5840,0.0000,0.0000,0.2400,0.0000,0.000
A,33.6840,3.4160,33.6800,0.0000,0.0000,0.2400,0.0000,0.000
A,33.7840,3.5160,33.7800,0.0000,0.0000,0.2400,0.0000,0.000
A,33.8840,3.6160,33.8800,0.0000,0.0000,0.2400,0.0000,0.000
A,33.9880,3.7200,33.9800,0.0000,0.0000,0.2400,0.0000,0.000
A,34.0880,3.8200,34.0800,0.0000,0.0000,0.2400,0.0000,0.000
A,34.1760,3.9080,34.1600,0.0000,0.0000,0.2400,0.0000,0.000
A,34.2600,3.9920,34.2600,0.0000,0.0000,0.2400,0.0000,0.000
A,34.3560,4.0880,34.3480,0.0000,0.0000,0.2400,0.0000,0.000
A,34.4400,4.1720,34.4280,0.0000,0.0000,0.2400,0.0000,0.000
A,34.5440,4.2760,34.5280,0.0000,0.0000,0.2400,0.0000,0.000
A,34.6440,4.3760,34.6280,0.0000,0.0000,0.2400,0.0000,0.000
A,34.7440,4.4760,34.7280,0.0000,0.0000,0.2400,0.0000,0.000
A,34.8440,4.5760,34.8280,0.0000,0.0000,0.2400,0.0000,0.000
A,34.9440,4.6760,34.9280,0.0000,0.0000,0.2400,0.0000,0.000
A,35.0480,4.7800,35.0480,0.0000,0.0000,0.2400,0.0000,0.000
A,35.1480,4.8800,35.1480,0.0000,0.0000,0.2400,0.0000,0.000
A,35.2520,4.9840,35.2480,0.0000,0.0000,0.2400,0.0000,0.000
A,35.3520,5.0840,35.3480,0.0000,0.0000,0.2400,0.0000,0.000
A,35.4520,5.1840,35.4480,0.0000,0.0000,0.2400,0.0000,0.000
A,35.5560,5.2880,35.5440,0.0000,0.0000,0.2400,0.0000,0.000
A,35.6560,5.3880,35.6440,0.0000,0.0000,0.2400,0.0000,0.000
A,35.7560,5.4880,35.7440,0.0000,0.0000,0.2400,0.0000,0.000
A,35.8560,5.5880,35.8440,0.0000,0.0000,0.2400,0.0000,0.000
A,35.9560,5.6880,35.9440,0.0000,0.0000,0.2400,0.0000,0.000
A,36.0600,5.7920,36.0440,0.0000,0.0000,0.2400,0.0000,0.000
A,36.1600,5.8920,36.1440,0.0000,0.0000,0.2400,0.0000,0.000
A,36.2600,5.9920,36.2400,0.0000,0.0000,0.2400,0.0000,0.000
A,36.3480,6.0800,36.3480,0.0000,0.0000,0.2400,0.0000,0.000
A,36.4400,6.1720,36.4360,0.0000,0.0000,0.2400,0.0000,0.000
A,36.5400,6.2720,36.5360,0.0000,0.0000,0.2400,0.0000,0.000
A,36.6400,6.3720,36.6360,0.0000,0.0000,0.2400,0.0000,0.000
A,36.7400,6.4720,36.7360,0.0000,0.0000,0.2400,0.0000,0.000
A,36.8400,6.5720,36.8360,0.0000,0.0000,0.2400,0.0000,0.000
A,36.9440,6.6760,36.9360,0.0000,0.0000,0.2400,0.0000,0.000
A,37.0400,6.7720,37.0320,0.0000,0.0000,0.2400,0.0000,0.000
A,37.1400,6.8720,37.1280,0.0000,0.0000,0.2400,0.0000,0.000
A,37.2400,6.9720,37.2280,0.0000,0.0000,0.2400,0.0000,0.000
A,37.3400,7.0720,37.3280,0.0000,0.0000,0.2400,0.0000,0.000
A,37.4400,7.1720,37.4280,0.0000,0.0000,0.2400,0.0000,0.000
A,37.5440,7.2760,37.5280,0.0000,0.0000,0.2400,0.0000,0.000
A,37.6440,7.3760,37.6280,0.0000,0.0000,0.2400,0.0000,0.000
A,37.7480,7.4800,37.7280,0.0000,0.0000,0.2400,0.0000,0.000
A,37.8480,7.5800,37.8480,0.0000,0.0000,0.2400,0.0000,0.000
A,37.9480,7.6800,37.9480,0.0000,0.0000,0.2400,0.0000,0.000
A,38.0480,7.7800,38.0480,0.0000,0.0000,0.2400,0.0000,0.000
A,38.1520,7.8840,38.1480,0.0000,0.0000,0.2400,0.0000,0.000
A,38.2480,7.9800,38.2480,0.0000,0.0000,0.2400,0.0000,0.000
A,38.3320,8.0640,38.3240,0.0000,0.0000,0.2400,0.0000,0.000
A,38.4160,8.1480,38.4080,0.0000,0.0000,0.2400,0.0000,0.000
A,38.5040,8.2360,38.4880,0.0000,0.0000,0.2400,0.0000,0.000
A,38.6000,8.3320,38.6000,0.0000,0.0000,0.2400,0.0000,0.000
A,38.7000,8.4320,38.7000,0.0000,0.0000,0.2400,0.0000,0.000
A,38.8000,8.5320,38.7960,0.0000,0.0000,0.2400,0.0000,0.000
A,38.9040,8.6360,38.8960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.0040,8.7360,38.9960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.1040,8.8360,39.0960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.2080,8.9400,39.1960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.3080,9.0400,39.2960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.4080,9.1400,39.3960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.5120,9.2440,39.4960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.6120,9.3440,39.5960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.7120,9.4440,39.6960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.8160,9.5480,39.7960,0.0000,0.0000,0.2400,0.0000,0.000
A,39.9160,9.6480,39.9160,0.0000,0.0000,0.2400,0.0000,0.000
A,40.0160,9.7480,40.0160,0.0000,0.0000,0.2400,0.0000,0.000
A,40.1160,9.8480,40.1160,0.0000,0.0000,0.2400,0.0000,0.000
A,40.2160,9.9480,40.2160,0.0000,0.0000,0.2400,0.0000,0.000
A,40.3160,10.0480,40.3160,0.0000,0.0000,0.2400,0.0000,0.000
B,40.3160,0.0000,40.3160,0.0000,0.0000,0.2400,0.0000,0.000
B,40.4120,0.0960,40.4080,0.0000,0.0000,0.2400,0.0000,0.000
B,40.4960,0.1800,40.4760,0.0000,0.0000,0.2400,0.0000,0.000
B,40.5960,0.2800,40.5760,0.0000,0.0000,0.2400,0.0000,0.000
B,40.6960,0.3800,40.6960,0.0000,0.0000,0.2400,0.0000,0.000
B,40.7960,0.4800,40.7960,0.0000,0.0000,0.2400,0.0000,0.000
B,40.8960,0.5800,40.8960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.0000,0.6840,40.9960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.1000,0.7840,41.0960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.2000,0.8840,41.1960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.3000,0.9840,41.2960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.4000,1.0840,41.3960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.5040,1.1880,41.4960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.6040,1.2880,41.5960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.7080,1.3920,41.6960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.8080,1.4920,41.7960,0.0000,0.0000,0.2400,0.0000,0.000
B,41.9080,1.5920,41.8960,0.0000,0.0000,0.2400,0.0000,0.000
B,42.0120,1.6960,41.9960,0.0000,0.0000,0.2400,0.0000,0.000
B,42.1120,1.7960,42.0960,0.0000,0.0000,0.2400,0.0000,0.000
B,42.2120,1.8960,42.1960,0.0000,0.0000,0.2400,0.0000,0.000
B,42.3160,2.0000,42.2960,0.0000,0.0000,0.2400,0.0000,0.000
B,42.4080,2.0920,42.3960,0.0000,0.0000,0.2400,0.0000,0.000
B,42.4960,2.1800,42.4960,0.0000,0.0000,0.2400,0.0000,0.000
B,42.5800,2.2640,42.5760,0.0000,0.0000,0.2400,0.0000,0.000
B,42.6720,2.3560,42.6720,0.0000,0.0000,0.2400,0.0000,0.000
B,42.7760,2.4600,42.7680,0.0000,0.0000,0.2400,0.0000,0.000
B,42.8800,2.5640,42.8680,0.0000,0.0000,0.2400,0.0000,0.000
B,42.9800,2.6640,42.9680,0.0000,0.0000,0.2400,0.0000,0.000
B,43.0800,2.7640,43.0680,0.0000,0.0000,0.2400,0.0000,0.000
B,43.1840,2.8680,43.1680,0.0000,0.0000,0.2400,0.0000,0.000
B,43.2840,2.9680,43.2680,0.0000,0.0000,0.2400,0.0000,0.000
B,43.3840,3.0680,43.3680,0.0000,0.0000,0.2400,0.0000,0.000
B,43.4840,3.1680,43.4680,0.0000,0.0000,0.2400,0.0000,0.000
B,43.5880,3.2720,43.5880,0.0000,0.0000,0.2400,0.0000,0.000
B,43.6880,3.3720,43.6880,0.0000,0.0000,0.2400,0.0000,0.000
B,43.7880,3.4720,43.7880,0.0000,0.0000,0.2400,0.0000,0.000
B,43.8920,3.5760,43.8880,0.0000,0.0000,0.2400,0.0000,0.000
B,43.9920,3.6760,43.9880,0.0000,0.0000,0.2400,0.0000,0.000
B,44.0920,3.7760,44.0880,0.0000,0.0000,0.2400,0.0000,0.000
B,44.1960,3.8800,44.1880,0.0000,0.0000,0.2400,0.0000,0.000
B,44.2960,3.9800,44.2880,0.0000,0.0000,0.2400,0.0000,0.000
B,44.3960,4.0800,44.3880,0.0000,0.0000,0.2400,0.0000,0.000
B,44.4960,4.1800,44.4880,0.0000,0.0000,0.2400,0.0000,0.000
B,44.5840,4.2680,44.5760,0.0000,0.0000,0.2400,0.0000,0.000
B,44.6840,4.3680,44.6840,0.0000,0.0000,0.2400,0.0000,0.000
B,44.7840,4.4680,44.7840,0.0000,0.0000,0.2400,0.0000,0.000
B,44.8880,4.5720,44.8840,0.0000,0.0000,0.2400,0.0000,0.000
B,44.9880,4.6720,44.9840,0.0000,0.0000,0.2400,0.0000,0.000
B,45.0880,4.7720,45.0840,0.0000,0.0000,0.2400,0.0000,0.000
B,45.1880,4.8720,45.1840,0.0000,0.0000,0.2400,0.0000,0.000
B,45.2880,4.9720,45.2840,0.0000,0.0000,0.2400,0.0000,0.000
B,45.3920,5.0760,45.3840,0.0000,0.0000,0.2400,0.0000,0.000
B,45.4920,5.1760,45.4840,0.0000,0.0000,0.2400,0.0000,0.000
B,45.5920,5.2760,45.5800,0.0000,0.0000,0.2400,0.0000,0.000
B,45.6960,5.3800,45.6800,0.0000,0.0000,0.2400,0.0000,0.000
B,45.7960,5.4800,45.7800,0.0000,0.0000,0.2400,0.0000,0.000
B,45.8960,5.5800,45.8800,0.0000,0.0000,0.2400,0.0000,0.000
B,45.9960,5.6800,45.9800,0.0000,0.0000,0.2400,0.0000,0.000
B,46.1000,5.7840,46.0800,0.0000,0.0000,0.2400,0.0000,0.000
B,46.2000,5.8840,46.1800,0.0000,0.0000,0.2400,0.0000,0.000
B,46.3000,5.9840,46.3000,0.0000,0.0000,0.2400,0.0000,0.000
B,46.4000,6.0840,46.4000,0.0000,0.0000,0.2400,0.0000,0.000
B,46.5000,6.1840,46.4920,0.0000,0.0000,0.2400,0.0000,0.000
B,46.5720,6.2560,46.5680,0.0000,0.0000,0.2400,0.0000,0.000
B,46.6640,6.3480,46.6600,0.0000,0.0000,0.2400,0.0000,0.000
B,46.7600,6.4440,46.7440,0.0000,0.0000,0.2400,0.0000,0.000
B,46.8520,6.5360,46.8520,0.0000,0.0000,0.2400,0.0000,0.000
B,46.9520,6.6360,46.9520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.0520,6.7360,47.0520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.1560,6.8400,47.1520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.2560,6.9400,47.2520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.3560,7.0400,47.3520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.4560,7.1400,47.4520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.5600,7.2440,47.5520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.6600,7.3440,47.6520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.7600,7.4440,47.7520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.8600,7.5440,47.8520,0.0000,0.0000,0.2400,0.0000,0.000
B,47.9640,7.6480,47.9520,0.0000,0.0000,0.2400,0.0000,0.000
B,48.0640,7.7480,48.0520,0.0000,0.0000,0.2400,0.0000,0.000
B,48.1640,7.8480,48.1520,0.0000,0.0000,0.2400,0.0000,0.000
B,48.2680,7.9520,48.2520,0.0000,0.0000,0.2400,0.0000,0.000
B,48.3680,8.0520,48.3520,0.0000,0.0000,0.2400,0.0000,0.000
B,48.4680,8.1520,48.4520,0.0000,0.0000,0.2400,0.0000,0.000
B,48.5720,8.2560,48.5520,0.0000,0.0000,0.2400,0.0000,0.000
B,48.6720,8.3560,48.6680,0.0000,0.0000,0.2400,0.0000,0.000
B,48.7600,8.4440,48.7480,0.0000,0.0000,0.2400,0.0000,0.000
B,48.8520,8.5360,48.8400,0.0000,0.0000,0.2400,0.0000,0.000
B,48.9560,8.6400,48.9400,0.0000,0.0000,0.2400,0.0000,0.000
B,49.0560,8.7400,49.0400,0.0000,0.0000,0.2400,0.0000,0.000
B,49.1560,8.8400,49.1400,0.0000,0.0000,0.2400,0.0000,0.000
B,49.2560,8.9400,49.2560,0.0000,0.0000,0.2400,0.0000,0.000
B,49.3560,9.0400,49.3560,0.0000,0.0000,0.2400,0.0000,0.000
B,49.4560,9.1400,49.4560,0.0000,0.0000,0.2400,0.0000,0.000
B,49.5600,9.2440,49.5560,0.0000,0.0000,0.2400,0.0000,0.000
B,49.6600,9.3440,49.6520,0.0000,0.0000,0.2400,0.0000,0.000
B,49.7600,9.4440,49.7520,0.0000,0.0000,0.2400,0.0000,0.000
B,49.8600,9.5440,49.8520,0.0000,0.0000,0.2400,0.0000,0.000
B,49.9600,9.6440,49.9520,0.0000,0.0000,0.2400,0.0000,0.000
B,50.0640,9.7480,50.0520,0.0000,0.0000,0.2400,0.0000,0.000
B,50.1640,9.8480,50.1520,0.0000,0.0000,0.2400,0.0000,0.000
B,50.2640,9.9480,50.2520,0.0000,0.0000,0.2400,0.0000,0.000
B,50.3680,10.0520,50.3520,0.0000,0.0000,0.2400,0.0000,0.000
B,50.4680,10.1520,50.4520,0.0000,0.0000,0.2400,0.0000,0.000
B,50.5680,10.2520,50.5520,0.0000,0.0000,0.2400,0.0000,0.000
B,50.6560,10.3400,50.6480,0.0000,0.0000,0.2400,0.0000,0.000
B,50.7520,10.4360,50.7520,0.0000,0.0000,0.2400,0.0000,0.000
B,50.8440,10.5280,50.8360,0.0000,0.0000,0.2400,0.0000,0.000
B,50.9360,10.6200,50.9200,0.0000,0.0000,0.2400,0.0000,0.000
B,51.0360,10.7200,51.0200,0.0000,0.0000,0.2400,0.0000,0.000
B,51.1360,10.8200,51.1200,0.0000,0.0000,0.2400,0.0000,0.000
B,51.2360,10.9200,51.2200,0.0000,0.0000,0.2400,0.0000,0.000
B,51.3400,11.0240,51.3200,0.0000,0.0000,0.2400,0.0000,0.000
