t,phase,detected,meas_x,meas_y,meas_z,meas_range,bearing_rad,cmd_vf,cmd_vr,cmd_vd,cmd_yawrate_deg_s,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,settled
25.779,HOLD,1,-0.0120,0.6889,1.8543,1.9782,-0.00650,-0.0109,0.0000,-0.0060,-0.5583,0.9940,3.1810,-0.3081,1.1774,5.0000,0.0000,0.5000,1.9654,1
25.828,HOLD,1,-0.0112,0.6885,1.8534,1.9772,-0.00605,-0.0114,0.0000,-0.0060,-0.5198,0.9940,3.1814,-0.3083,1.1775,5.0000,0.0000,0.5000,1.9651,1
25.879,HOLD,1,-0.0105,0.6884,1.8535,1.9772,-0.00567,-0.0114,0.0000,-0.0060,-0.4875,0.9940,3.1815,-0.3084,1.1776,5.0000,0.0000,0.5000,1.9650,1
25.931,HOLD,1,-0.0103,0.6879,1.8522,1.9758,-0.00559,-0.0121,0.0000,-0.0060,-0.4800,0.9940,3.1819,-0.3086,1.1777,5.0000,0.0000,0.5000,1.9647,1
25.981,HOLD,1,-0.0103,0.6879,1.8522,1.9758,-0.00559,-0.0121,0.0000,-0.0060,-0.4800,0.9940,3.1822,-0.3088,1.1778,5.0000,0.0000,0.5000,1.9645,1
26.032,HOLD,1,-0.0097,0.6877,1.8517,1.9753,-0.00524,-0.0123,0.0000,-0.0060,-0.4500,0.9940,3.1823,-0.3089,1.1779,5.0000,0.0000,0.5000,1.9644,1
26.082,HOLD,1,-0.0087,0.6882,1.8537,1.9773,-0.00467,-0.0113,0.0000,-0.0060,-0.4016,0.9940,3.1825,-0.3091,1.1780,5.0000,0.0000,0.5000,1.9643,1
26.134,HOLD,1,-0.0081,0.6874,1.8514,1.9750,-0.00435,-0.0125,0.0000,-0.0060,-0.3737,0.9940,3.1827,-0.3092,1.1781,5.0000,0.0000,0.5000,1.9641,1
26.186,HOLD,1,-0.0073,0.6873,1.8518,1.9752,-0.00397,-0.0124,0.0000,-0.0050,-0.3409,0.9950,3.1829,-0.3093,1.1782,5.0000,0.0000,0.5000,1.9641,1
26.237,HOLD,1,-0.0070,0.6871,1.8515,1.9749,-0.00378,-0.0125,0.0000,-0.0050,-0.3246,0.9950,3.1830,-0.3094,1.1783,5.0000,0.0000,0.5000,1.9640,1
26.287,HOLD,1,-0.0064,0.6866,1.8506,1.9739,-0.00348,-0.0131,0.0000,-0.0050,-0.2993,0.9950,3.1830,-0.3095,1.1783,5.0000,0.0000,0.5000,1.9640,1
26.339,HOLD,1,-0.0058,0.6865,1.8508,1.9741,-0.00313,-0.0130,0.0000,-0.0050,-0.2687,0.9950,3.1831,-0.3095,1.1784,5.0000,0.0000,0.5000,1.9639,1
26.390,HOLD,1,-0.0049,0.6867,1.8520,1.9752,-0.00264,-0.0124,0.0000,-0.0050,-0.2265,0.9950,3.1832,-0.3096,1.1784,5.0000,0.0000,0.5000,1.9639,1
26.441,HOLD,1,-0.0049,0.6867,1.8520,1.9752,-0.00264,-0.0124,0.0000,-0.0050,-0.2265,0.9950,3.1832,-0.3096,1.1785,5.0000,0.0000,0.5000,1.9639,1
26.493,HOLD,1,-0.0043,0.6866,1.8527,1.9758,-0.00231,-0.0121,0.0000,-0.0060,-0.1985,0.9940,3.1832,-0.3097,1.1785,5.0000,0.0000,0.5000,1.9639,1
26.543,HOLD,1,-0.0039,0.6864,1.8529,1.9760,-0.00208,-0.0120,0.0000,-0.0060,-0.1788,0.9940,3.1832,-0.3097,1.1785,5.0000,0.0000,0.5000,1.9640,1
26.593,HOLD,1,-0.0036,0.6858,1.8520,1.9749,-0.00196,-0.0126,0.0000,-0.0060,-0.1687,0.9940,3.1831,-0.3097,1.1786,5.0000,0.0000,0.5000,1.9640,1
26.644,HOLD,1,-0.0032,0.6853,1.8520,1.9747,-0.00172,-0.0126,0.0000,-0.0060,-0.1481,0.9940,3.1831,-0.3097,1.1786,5.0000,0.0000,0.5000,1.9641,1
26.695,HOLD,1,-0.0027,0.6849,1.8523,1.9749,-0.00147,-0.0126,0.0000,-0.0060,-0.1259,0.9940,3.1831,-0.3097,1.1786,5.0000,0.0000,0.5000,1.9641,1
26.746,HOLD,1,-0.0025,0.6849,1.8536,1.9761,-0.00134,-0.0119,0.0000,-0.0060,-0.1150,0.9940,3.1830,-0.3096,1.1787,5.0000,0.0000,0.5000,1.9642,1
26.797,HOLD,1,-0.0019,0.6851,1.8554,1.9778,-0.00101,-0.0111,0.0000,-0.0060,-0.0869,0.9940,3.1829,-0.3096,1.1788,5.0000,0.0000,0.5000,1.9643,1
26.847,HOLD,1,-0.0019,0.6851,1.8554,1.9778,-0.00101,-0.0111,0.0000,-0.0060,-0.0869,0.9940,3.1828,-0.3095,1.1788,5.0000,0.0000,0.5000,1.9644,1
26.899,HOLD,1,-0.0011,0.6847,1.8548,1.9771,-0.00057,-0.0114,0.0000,-0.0060,-0.0492,0.9940,3.1827,-0.3094,1.1789,5.0000,0.0000,0.5000,1.9645,1
26.949,HOLD,1,-0.0007,0.6847,1.8555,1.9777,-0.00037,-0.0111,0.0000,-0.0060,-0.0316,0.9940,3.1826,-0.3093,1.1790,5.0000,0.0000,0.5000,1.9646,1
27.000,HOLD,1,-0.0004,0.6839,1.8543,1.9764,-0.00020,-0.0118,0.0000,-0.0050,-0.0174,0.9950,3.1824,-0.3092,1.1791,5.0000,0.0000,0.5000,1.9647,1
27.051,HOLD,1,-0.0002,0.6836,1.8542,1.9762,-0.00009,-0.0119,0.0000,-0.0050,-0.0074,0.9950,3.1823,-0.3090,1.1791,5.0000,0.0000,0.5000,1.9649,1
27.102,HOLD,1,-0.0000,0.6835,1.8548,1.9767,-0.00002,-0.0116,0.0000,-0.0050,-0.0015,0.9950,3.1821,-0.3088,1.1792,5.0000,0.0000,0.5000,1.9650,1
27.154,HOLD,1,0.0003,0.6832,1.8546,1.9764,0.00018,-0.0118,0.0000,-0.0050,0.0155,0.9950,3.1821,-0.3087,1.1793,5.0000,0.0000,0.5000,1.9651,1
27.204,HOLD,1,0.0004,0.6830,1.8542,1.9760,0.00023,-0.0120,0.0000,-0.0040,0.0199,0.9960,3.1819,-0.3085,1.1794,5.0000,0.0000,0.5000,1.9652,1
