t,phase,detected,meas_x,meas_y,meas_z,meas_range,bearing_rad,cmd_vf,cmd_vr,cmd_vd,cmd_yawrate_deg_s,alt_m,gt_cam_x,gt_cam_y,gt_cam_z,gt_tag_x,gt_tag_y,gt_tag_z,gt_range,settled
15.518,GUIDE,1,0.0457,-0.0003,5.0086,5.0088,0.00912,1.0000,0.0000,-0.1530,0.7840,0.8470,0.1266,0.0464,1.0165,5.0000,0.0000,0.5000,4.9009,0
15.569,GUIDE,1,0.0426,-0.0478,5.0009,5.0013,0.00852,1.0000,0.0000,-0.1500,0.7320,0.8500,0.1323,0.0456,1.0207,5.0000,0.0000,0.5000,4.8957,0
15.620,GUIDE,1,0.0412,-0.0802,4.9982,4.9990,0.00825,1.0000,0.0000,-0.1440,0.7090,0.8560,0.1402,0.0448,1.0255,5.0000,0.0000,0.5000,4.8883,0
15.672,GUIDE,1,0.0389,-0.1031,4.9892,4.9904,0.00780,1.0000,0.0000,-0.1380,0.6702,0.8620,0.1486,0.0441,1.0298,5.0000,0.0000,0.5000,4.8805,0
15.722,GUIDE,1,0.0363,-0.1090,4.9432,4.9446,0.00734,1.0000,0.0000,-0.1340,0.6311,0.8660,0.1582,0.0433,1.0341,5.0000,0.0000,0.5000,4.8713,0
15.772,GUIDE,1,0.0339,-0.1089,4.9605,4.9618,0.00682,1.0000,0.0000,-0.1320,0.5865,0.8680,0.1692,0.0426,1.0383,5.0000,0.0000,0.5000,4.8609,0
15.823,GUIDE,1,0.0311,-0.1020,4.9564,4.9576,0.00628,1.0000,0.0000,-0.1270,0.5395,0.8730,0.1751,0.0422,1.0403,5.0000,0.0000,0.5000,4.8552,0
15.873,GUIDE,1,0.0280,-0.0861,4.9440,4.9449,0.00566,1.0000,0.0000,-0.1240,0.4868,0.8760,0.1879,0.0415,1.0444,5.0000,0.0000,0.5000,4.8430,0
15.924,GUIDE,1,0.0280,-0.0861,4.9440,4.9449,0.00566,1.0000,0.0000,-0.1220,0.4868,0.8780,0.2019,0.0408,1.0483,5.0000,0.0000,0.5000,4.8295,0
15.975,GUIDE,1,0.0260,-0.0678,4.9385,4.9390,0.00526,1.0000,0.0000,-0.1170,0.4519,0.8830,0.2113,0.0404,1.0506,5.0000,0.0000,0.5000,4.8205,0
16.026,GUIDE,1,0.0237,-0.0450,4.9097,4.9100,0.00483,1.0000,0.0000,-0.1130,0.4151,0.8870,0.2271,0.0397,1.0543,5.0000,0.0000,0.5000,4.8051,0
16.080,GUIDE,1,0.0203,-0.0200,4.9026,4.9026,0.00413,1.0000,0.0000,-0.1100,0.3553,0.8900,0.2463,0.0389,1.0583,5.0000,0.0000,0.5000,4.7866,0
16.131,GUIDE,1,0.0191,0.0094,4.8922,4.8923,0.00390,1.0000,0.0000,-0.1070,0.3352,0.8930,0.2644,0.0382,1.0616,5.0000,0.0000,0.5000,4.7690,0
16.181,GUIDE,1,0.0171,0.0376,4.8607,4.8609,0.00351,1.0000,0.0000,-0.1050,0.3018,0.8950,0.2835,0.0375,1.0648,5.0000,0.0000,0.5000,4.7504,0
16.233,GUIDE,1,0.0141,0.0632,4.8602,4.8607,0.00291,1.0000,0.0000,-0.1020,0.2502,0.8980,0.3035,0.0368,1.0678,5.0000,0.0000,0.5000,4.7309,0
16.283,GUIDE,1,0.0123,0.0937,4.8081,4.8090,0.00255,1.0000,0.0000,-0.0990,0.2195,0.9010,0.3270,0.0361,1.0711,5.0000,0.0000,0.5000,4.7079,0
16.334,GUIDE,1,0.0087,0.1263,4.8048,4.8064,0.00181,1.0000,0.0000,-0.0970,0.1558,0.9030,0.3489,0.0354,1.0739,5.0000,0.0000,0.5000,4.6865,0
16.385,GUIDE,1,0.0064,0.1550,4.7836,4.7861,0.00134,1.0000,0.0000,-0.0950,0.1153,0.9050,0.3715,0.0347,1.0765,5.0000,0.0000,0.5000,4.6644,0
16.436,GUIDE,1,0.0059,0.1819,4.7611,4.7646,0.00125,1.0000,0.0000,-0.0940,0.1074,0.9060,0.3801,0.0344,1.0774,5.0000,0.0000,0.5000,4.6560,0
16.487,GUIDE,1,0.0018,0.2078,4.7310,4.7355,0.00039,1.0000,0.0000,-0.0920,0.0336,0.9090,0.4067,0.0337,1.0802,5.0000,0.0000,0.5000,4.6300,0
16.538,GUIDE,1,0.0010,0.2363,4.6975,4.7035,0.00022,1.0000,0.0000,-0.0900,0.0186,0.9100,0.4310,0.0330,1.0825,5.0000,0.0000,0.5000,4.6061,0
16.588,GUIDE,1,0.0010,0.2363,4.6975,4.7035,0.00022,1.0000,0.0000,-0.0890,0.0186,0.9110,0.4559,0.0323,1.0848,5.0000,0.0000,0.5000,4.5817,0
16.639,GUIDE,1,-0.0028,0.2836,4.6509,4.6595,-0.00061,1.0000,0.0000,-0.0860,-0.0526,0.9140,0.4813,0.0315,1.0869,5.0000,0.0000,0.5000,4.5567,0
16.689,GUIDE,1,-0.0028,0.3052,4.6297,4.6398,-0.00060,1.0000,0.0000,-0.0840,-0.0514,0.9160,0.5106,0.0307,1.0893,5.0000,0.0000,0.5000,4.5280,0
16.740,GUIDE,1,-0.0051,0.3287,4.6043,4.6160,-0.00110,1.0000,0.0000,-0.0820,-0.0949,0.9180,0.5371,0.0299,1.0912,5.0000,0.0000,0.5000,4.5019,0
16.791,GUIDE,1,-0.0062,0.3481,4.5718,4.5850,-0.00135,1.0000,0.0000,-0.0800,-0.1162,0.9200,0.5641,0.0291,1.0931,5.0000,0.0000,0.5000,4.4754,0
16.841,GUIDE,1,-0.0072,0.3663,4.5511,4.5658,-0.00158,1.0000,0.0000,-0.0780,-0.1358,0.9220,0.6088,0.0277,1.0960,5.0000,0.0000,0.5000,4.4315,0
16.892,GUIDE,1,-0.0082,0.3836,4.5250,4.5412,-0.00180,1.0000,0.0000,-0.0760,-0.1551,0.9240,0.6404,0.0267,1.0978,5.0000,0.0000,0.5000,4.4005,0
16.945,GUIDE,1,-0.0076,0.4005,4.4710,4.4889,-0.00171,1.0000,0.0000,-0.0740,-0.1470,0.9260,0.6687,0.0257,1.0994,5.0000,0.0000,0.5000,4.3726,0
16.995,GUIDE,1,-0.0093,0.4163,4.4562,4.4756,-0.00209,1.0000,0.0000,-0.0720,-0.1792,0.9280,0.6974,0.0247,1.1009,5.0000,0.0000,0.5000,4.3444,0
17.046,GUIDE,1,-0.0084,0.4291,4.4285,4.4493,-0.00190,1.0000,0.0000,-0.0700,-0.1631,0.9300,0.7264,0.0237,1.1024,5.0000,0.0000,0.5000,4.3159,0
17.096,GUIDE,1,-0.0097,0.4406,4.3944,4.4165,-0.00221,1.0000,0.0000,-0.0700,-0.1897,0.9300,0.7592,0.0224,1.1039,5.0000,0.0000,0.5000,4.2836,0
17.148,GUIDE,1,-0.0117,0.4535,4.3463,4.3699,-0.00269,1.0000,0.0000,-0.0680,-0.2311,0.9320,0.7887,0.0212,1.1052,5.0000,0.0000,0.5000,4.2546,0
17.198,GUIDE,1,-0.0115,0.4648,4.3128,4.3378,-0.00266,1.0000,0.0000,-0.0670,-0.2286,0.9330,0.8296,0.0195,1.1069,5.0000,0.0000,0.5000,4.2144,0
17.248,GUIDE,1,-0.0130,0.4861,4.2684,4.2960,-0.00305,1.0000,0.0000,-0.0660,-0.2623,0.9340,0.8633,0.0180,1.1082,5.0000,0.0000,0.5000,4.1812,0
17.299,GUIDE,1,-0.0141,0.4947,4.2338,4.2626,-0.00334,1.0000,0.0000,-0.0650,-0.2868,0.9350,0.8935,0.0166,1.1093,5.0000,0.0000,0.5000,4.1515,0
17.350,GUIDE,1,-0.0163,0.5025,4.1940,4.2240,-0.00389,1.0000,0.0000,-0.0640,-0.3340,0.9360,0.9238,0.0151,1.1104,5.0000,0.0000,0.5000,4.1217,0
17.403,GUIDE,1,-0.0172,0.5109,4.1738,4.2050,-0.00412,1.0000,0.0000,-0.0640,-0.3537,0.9360,0.9734,0.0125,1.1120,5.0000,0.0000,0.5000,4.0729,0
17.453,GUIDE,1,-0.0172,0.5169,4.1237,4.1561,-0.00418,1.0000,0.0000,-0.0630,-0.3592,0.9370,1.0079,0.0107,1.1131,5.0000,0.0000,0.5000,4.0389,0
17.506,GUIDE,1,-0.0183,0.5247,4.0905,4.1241,-0.00448,1.0000,0.0000,-0.0620,-0.3848,0.9380,1.0387,0.0089,1.1140,5.0000,0.0000,0.5000,4.0086,0
17.557,GUIDE,1,-0.0206,0.5297,4.0507,4.0852,-0.00509,1.0000,0.0000,-0.0620,-0.4370,0.9380,1.0696,0.0071,1.1150,5.0000,0.0000,0.5000,3.9783,0
17.609,GUIDE,1,-0.0212,0.5341,4.0095,4.0449,-0.00529,1.0000,0.0000,-0.0620,-0.4549,0.9380,1.1006,0.0053,1.1159,5.0000,0.0000,0.5000,3.9478,0
17.660,GUIDE,1,-0.0227,0.5415,4.0028,4.0393,-0.00567,1.0000,0.0000,-0.0610,-0.4876,0.9390,1.1472,0.0024,1.1172,5.0000,0.0000,0.5000,3.9019,0
17.711,GUIDE,1,-0.0244,0.5454,3.9488,3.9863,-0.00618,0.9932,0.0000,-0.0600,-0.5308,0.9400,1.1784,0.0004,1.1181,5.0000,0.0000,0.5000,3.8713,0
17.761,GUIDE,1,-0.0280,0.5540,3.8928,3.9321,-0.00719,0.9661,0.0000,-0.0600,-0.6181,0.9400,1.2096,-0.0016,1.1189,5.0000,0.0000,0.5000,3.8406,0
17.812,GUIDE,1,-0.0290,0.5584,3.8718,3.9120,-0.00749,0.9560,0.0000,-0.0590,-0.6435,0.9410,1.2449,-0.0040,1.1199,5.0000,0.0000,0.5000,3.8060,0
17.862,GUIDE,1,-0.0304,0.5628,3.8310,3.8722,-0.00792,0.9361,0.0000,-0.0590,-0.6811,0.9410,1.2762,-0.0062,1.1208,5.0000,0.0000,0.5000,3.7752,0
17.913,GUIDE,1,-0.0314,0.5666,3.8012,3.8433,-0.00826,0.9217,0.0000,-0.0580,-0.7103,0.9420,1.3273,-0.0098,1.1223,5.0000,0.0000,0.5000,3.7251,0
17.965,GUIDE,1,-0.0333,0.5713,3.7669,3.8101,-0.00884,0.9050,0.0000,-0.0580,-0.7598,0.9420,1.3588,-0.0120,1.1233,5.0000,0.0000,0.5000,3.6942,0
18.015,GUIDE,1,-0.0340,0.5780,3.7293,3.7740,-0.00911,0.8870,0.0000,-0.0570,-0.7828,0.9430,1.3942,-0.0146,1.1244,5.0000,0.0000,0.5000,3.6595,0
18.067,GUIDE,1,-0.0344,0.5863,3.6964,3.7428,-0.00931,0.8714,0.0000,-0.0570,-0.7999,0.9430,1.4257,-0.0170,1.1255,5.0000,0.0000,0.5000,3.6287,0
18.118,GUIDE,1,-0.0367,0.5918,3.6413,3.6892,-0.01007,0.8446,0.0000,-0.0560,-0.8656,0.9440,1.4571,-0.0193,1.1265,5.0000,0.0000,0.5000,3.5979,0
18.171,GUIDE,1,-0.0374,0.6007,3.6209,3.6705,-0.01032,0.8353,0.0000,-0.0560,-0.8866,0.9440,1.4885,-0.0217,1.1276,5.0000,0.0000,0.5000,3.5672,0
18.223,GUIDE,1,-0.0388,0.6087,3.5844,3.6360,-0.01084,0.8180,0.0000,-0.0550,-0.9314,0.9450,1.5238,-0.0245,1.1288,5.0000,0.0000,0.5000,3.5327,0
18.274,GUIDE,1,-0.0401,0.6197,3.5560,3.6098,-0.01127,0.8049,0.0000,-0.0550,-0.9684,0.9450,1.5550,-0.0269,1.1300,5.0000,0.0000,0.5000,3.5022,0
18.326,GUIDE,1,-0.0418,0.6280,3.5211,3.5770,-0.01186,0.7885,0.0000,-0.0540,-1.0190,0.9460,1.5978,-0.0304,1.1315,5.0000,0.0000,0.5000,3.4604,0
18.376,GUIDE,1,-0.0430,0.6371,3.4808,3.5389,-0.01236,0.7694,0.0000,-0.0530,-1.0621,0.9470,1.6326,-0.0332,1.1327,5.0000,0.0000,0.5000,3.4265,0
18.427,GUIDE,1,-0.0430,0.6469,3.4578,3.5180,-0.01242,0.7590,0.0000,-0.0520,-1.0675,0.9480,1.6634,-0.0358,1.1338,5.0000,0.0000,0.5000,3.3965,0
18.478,GUIDE,1,-0.0458,0.6618,3.3709,3.4355,-0.01357,0.7178,0.0000,-0.0520,-1.1665,0.9480,1.6939,-0.0384,1.1349,5.0000,0.0000,0.5000,3.3667,0
18.530,GUIDE,1,-0.0470,0.6711,3.3503,3.4171,-0.01401,0.7086,0.0000,-0.0510,-1.2043,0.9490,1.7243,-0.0410,1.1360,5.0000,0.0000,0.5000,3.3371,0
18.580,GUIDE,1,-0.0486,0.6758,3.3072,3.3759,-0.01469,0.6879,0.0000,-0.0500,-1.2628,0.9500,1.7582,-0.0440,1.1372,5.0000,0.0000,0.5000,3.3041,0
18.630,GUIDE,1,-0.0489,0.6869,3.2844,3.3558,-0.01490,0.6779,0.0000,-0.0500,-1.2801,0.9500,1.7881,-0.0466,1.1383,5.0000,0.0000,0.5000,3.2751,0
18.682,GUIDE,1,-0.0506,0.6927,3.2492,3.3226,-0.01556,0.6613,0.0000,-0.0490,-1.3373,0.9510,1.8177,-0.0493,1.1394,5.0000,0.0000,0.5000,3.2463,0
18.733,GUIDE,1,-0.0521,0.6968,3.2065,3.2818,-0.01626,0.6409,0.0000,-0.0480,-1.3976,0.9520,1.8470,-0.0520,1.1404,5.0000,0.0000,0.5000,3.2178,0
18.784,GUIDE,1,-0.0514,0.7044,3.1784,3.2559,-0.01617,0.6279,0.0000,-0.0470,-1.3899,0.9530,1.8797,-0.0551,1.1416,5.0000,0.0000,0.5000,3.1861,0
18.835,GUIDE,1,-0.0527,0.7101,3.1443,3.2240,-0.01676,0.6120,0.0000,-0.0460,-1.4401,0.9540,1.9262,-0.0596,1.1432,5.0000,0.0000,0.5000,3.1410,0
18.885,GUIDE,1,-0.0542,0.7143,3.1049,3.1864,-0.01744,0.5932,0.0000,-0.0450,-1.4988,0.9550,1.9543,-0.0624,1.1442,5.0000,0.0000,0.5000,3.1137,0
18.936,GUIDE,1,-0.0549,0.7203,3.0862,3.1696,-0.01780,0.5848,0.0000,-0.0440,-1.5298,0.9560,1.9821,-0.0652,1.1452,5.0000,0.0000,0.5000,3.0867,0
