phase,t_sim,t_phase,pose_t_sim,east_m,north_m,up_m,tilt_deg,lean_bearing_deg
B_persistent_scoped_once__settle,73.8080,5.4080,73.7880,-0.1621,0.0573,5.9891,0.3287,216.019
B_persistent_scoped_once__settle,73.9080,5.5080,73.9080,-0.1615,0.0619,5.9885,0.2952,211.592
B_persistent_scoped_once__settle,74.0080,5.6080,74.0080,-0.1613,0.0653,5.9880,0.2704,206.865
B_persistent_scoped_once__settle,74.1040,5.7040,74.1000,-0.1613,0.0680,5.9875,0.2611,199.945
B_persistent_scoped_once__settle,74.1920,5.7920,74.1840,-0.1614,0.0701,5.9871,0.2453,194.687
B_persistent_scoped_once__settle,74.2920,5.8920,74.2800,-0.1616,0.0721,5.9869,0.2137,187.662
B_persistent_scoped_once__settle,74.3960,5.9960,74.3760,-0.1620,0.0736,5.9869,0.1655,176.235
B_persistent_scoped_once__settle,74.4960,6.0960,74.4960,-0.1623,0.0751,5.9871,0.1155,145.621
B_persistent_scoped_once__settle,74.5960,6.1960,74.5960,-0.1625,0.0761,5.9874,0.1222,105.805
B_persistent_scoped_once__settle,74.6960,6.2960,74.6960,-0.1625,0.0770,5.9878,0.1573,83.452
B_persistent_scoped_once__settle,74.8000,6.4000,74.7960,-0.1622,0.0781,5.9884,0.1982,72.354
B_persistent_scoped_once__settle,74.9000,6.5000,74.8960,-0.1615,0.0793,5.9891,0.2282,67.128
B_persistent_scoped_once__settle,75.0000,6.6000,74.9960,-0.1604,0.0806,5.9899,0.2443,65.796
B_persistent_scoped_once__settle,75.1000,6.7000,75.0960,-0.1590,0.0822,5.9908,0.2565,64.611
B_persistent_scoped_once__settle,75.2000,6.8000,75.1960,-0.1571,0.0838,5.9917,0.2701,61.054
B_persistent_scoped_once__settle,75.3000,6.9000,75.2960,-0.1549,0.0857,5.9925,0.2733,57.170
B_persistent_scoped_once__settle,75.4040,7.0040,75.3960,-0.1522,0.0878,5.9931,0.2772,51.189
B_persistent_scoped_once__settle,75.5040,7.1040,75.4960,-0.1492,0.0902,5.9934,0.2723,44.692
B_persistent_scoped_once__settle,75.6040,7.2040,75.5960,-0.1458,0.0929,5.9935,0.2599,37.165
B_persistent_scoped_once__settle,75.7040,7.3040,75.6960,-0.1421,0.0959,5.9934,0.2347,28.340
B_persistent_scoped_once__settle,75.8040,7.4040,75.7960,-0.1383,0.0994,5.9934,0.1989,17.830
B_persistent_scoped_once__settle,75.9040,7.5040,75.8960,-0.1344,0.1032,5.9934,0.1606,3.034
B_persistent_scoped_once__settle,76.0080,7.6080,75.9960,-0.1306,0.1072,5.9936,0.1225,339.450
B_persistent_scoped_once__settle,76.1000,7.7000,76.0920,-0.1270,0.1114,5.9939,0.0921,298.735
B_persistent_scoped_once__settle,76.1880,7.7880,76.1720,-0.1242,0.1150,5.9941,0.1121,256.535
B_persistent_scoped_once__settle,76.2880,7.8880,76.2880,-0.1204,0.1200,5.9944,0.1936,230.334
B_persistent_scoped_once__settle,76.3920,7.9920,76.3880,-0.1174,0.1240,5.9946,0.2761,220.893
B_persistent_scoped_once__settle,76.4920,8.0920,76.4880,-0.1148,0.1277,5.9947,0.3601,214.250
C_persistent_bare_once,76.4920,0.0000,76.4880,-0.1148,0.1277,5.9947,0.3601,214.250
C_persistent_bare_once,76.5920,0.1000,76.5880,-0.1077,0.1307,5.9946,0.5215,226.473
C_persistent_bare_once,76.6960,0.2040,76.6840,-0.0910,0.1329,5.9946,1.1088,248.570
C_persistent_bare_once,76.7960,0.3040,76.7840,-0.0660,0.1346,5.9949,1.9483,256.343
C_persistent_bare_once,76.8960,0.4040,76.8840,-0.0354,0.1353,5.9953,2.8170,259.966
C_persistent_bare_once,77.0000,0.5080,76.9840,-0.0011,0.1351,5.9961,3.6512,262.160
C_persistent_bare_once,77.1000,0.6080,77.0840,0.0355,0.1340,5.9970,4.4141,263.735
C_persistent_bare_once,77.2000,0.7080,77.1840,0.0727,0.1320,5.9980,5.0842,265.061
C_persistent_bare_once,77.3000,0.8080,77.2840,0.1095,0.1291,5.9989,5.6633,266.188
C_persistent_bare_once,77.4040,0.9120,77.3840,0.1448,0.1257,5.9998,6.1364,267.055
C_persistent_bare_once,77.5040,1.0120,77.5040,0.1841,0.1209,6.0006,6.5656,267.839
C_persistent_bare_once,77.6040,1.1120,77.6040,0.2136,0.1165,6.0010,6.8047,268.446
C_persistent_bare_once,77.7040,1.2120,77.7040,0.2397,0.1118,6.0011,6.9515,268.985
C_persistent_bare_once,77.8080,1.3160,77.8000,0.2615,0.1072,6.0010,7.0091,269.384
C_persistent_bare_once,77.9080,1.4160,77.8920,0.2793,0.1028,6.0007,7.0095,269.697
C_persistent_bare_once,78.0080,1.5160,77.9920,0.2954,0.0979,6.0003,6.9601,270.016
C_persistent_bare_once,78.0960,1.6040,78.0840,0.3074,0.0936,5.9999,6.8888,270.327
C_persistent_bare_once,78.1920,1.7000,78.1720,0.3164,0.0894,5.9996,6.8023,270.701
C_persistent_bare_once,78.2920,1.8000,78.2920,0.3251,0.0841,5.9992,6.6637,271.049
C_persistent_bare_once,78.3920,1.9000,78.3920,0.3296,0.0800,5.9990,6.5339,271.418
C_persistent_bare_once,78.4920,2.0000,78.4920,0.3318,0.0762,5.9988,6.3946,271.646
C_persistent_bare_once,78.5960,2.1040,78.5920,0.3320,0.0728,5.9988,6.2660,271.750
C_persistent_bare_once,78.6960,2.2040,78.6920,0.3306,0.0699,5.9989,6.1492,271.781
C_persistent_bare_once,78.7960,2.3040,78.7920,0.3276,0.0673,5.9992,6.0356,271.709
C_persistent_bare_once,78.8960,2.4040,78.8920,0.3233,0.0652,5.9997,5.9246,271.557
C_persistent_bare_once,78.9960,2.5040,78.9920,0.3180,0.0633,6.0003,5.8244,271.322
C_persistent_bare_once,79.1000,2.6080,79.0920,0.3118,0.0617,6.0010,5.7293,271.160
C_persistent_bare_once,79.2000,2.7080,79.1920,0.3049,0.0602,6.0018,5.6423,271.093
C_persistent_bare_once,79.3000,2.8080,79.2920,0.2974,0.0590,6.0024,5.5503,270.969
C_persistent_bare_once,79.4000,2.9080,79.3920,0.2897,0.0580,6.0029,5.4787,270.761
C_persistent_bare_once,79.5000,3.0080,79.4920,0.2816,0.0571,6.0033,5.4153,270.546
C_persistent_bare_once,79.6040,3.1120,79.5920,0.2735,0.0563,6.0035,5.3593,270.379
C_persistent_bare_once,79.7040,3.2120,79.6920,0.2653,0.0555,6.0036,5.3078,270.250
C_persistent_bare_once,79.8040,3.3120,79.7920,0.2572,0.0548,6.0036,5.2712,270.142
C_persistent_bare_once,79.9040,3.4120,79.8920,0.2493,0.0542,6.0036,5.2519,269.994
C_persistent_bare_once,80.0080,3.5160,79.9920,0.2415,0.0535,6.0036,5.2404,269.791
C_persistent_bare_once,80.0920,3.6000,80.0840,0.2345,0.0530,6.0036,5.2389,269.510
C_persistent_bare_once,80.1840,3.6920,80.1680,0.2283,0.0525,6.0036,5.2526,269.090
C_persistent_bare_once,80.2880,3.7960,80.2680,0.2210,0.0518,6.0036,5.2734,268.504
C_persistent_bare_once,80.3880,3.8960,80.3880,0.2122,0.0505,6.0035,5.2872,268.007
C_persistent_bare_once,80.4880,3.9960,80.4880,0.2050,0.0491,6.0035,5.2825,267.869
C_persistent_bare_once,80.5880,4.0960,80.5880,0.1978,0.0473,6.0035,5.2735,267.924
C_persistent_bare_once,80.6880,4.1960,80.6880,0.1906,0.0450,6.0034,5.2582,268.179
C_persistent_bare_once,80.7920,4.3000,80.7880,0.1835,0.0425,6.0034,5.2367,268.546
C_persistent_bare_once,80.8920,4.4000,80.8880,0.1765,0.0399,6.0034,5.2021,268.814
C_persistent_bare_once,80.9920,4.5000,80.9880,0.1697,0.0370,6.0034,5.1723,269.009
C_persistent_bare_once,81.0920,4.6000,81.0840,0.1634,0.0342,6.0036,5.1392,269.263
C_persistent_bare_once,81.1960,4.7040,81.1840,0.1571,0.0312,6.0037,5.1132,269.518
C_persistent_bare_once,81.2960,4.8040,81.2840,0.1512,0.0283,6.0039,5.0937,269.446
C_persistent_bare_once,81.3960,4.9040,81.3840,0.1456,0.0253,6.0043,5.0771,269.287
C_persistent_bare_once,81.5000,5.0080,81.4800,0.1406,0.0224,6.0048,5.0621,269.245
C_persistent_bare_once,81.6000,5.1080,81.5960,0.1351,0.0186,6.0056,5.0479,269.428
C_persistent_bare_once,81.7000,5.2080,81.6960,0.1309,0.0153,6.0065,5.0518,269.769
C_persistent_bare_once,81.8000,5.3080,81.7960,0.1271,0.0120,6.0075,5.0656,270.084
C_persistent_bare_once,81.9000,5.4080,81.8960,0.1236,0.0087,6.0086,5.0817,270.397
C_persistent_bare_once,82.0040,5.5120,81.9960,0.1206,0.0055,6.0096,5.1051,270.747
C_persistent_bare_once,82.0800,5.5880,82.0760,0.1184,0.0031,6.0103,5.1240,270.993
C_persistent_bare_once,82.1800,5.6880,82.1760,0.1160,0.0002,6.0112,5.1522,271.100
C_persistent_bare_once,82.2800,5.7880,82.2760,0.1138,-0.0023,6.0120,5.1878,271.043
C_persistent_bare_once,82.3800,5.8880,82.3760,0.1118,-0.0047,6.0128,5.2370,271.016
C_persistent_bare_once,82.4800,5.9880,82.4760,0.1099,-0.0069,6.0136,5.2930,271.165
C_persistent_bare_once,82.5840,6.0920,82.5760,0.1080,-0.0090,6.0145,5.3490,271.468
C_persistent_bare_once,82.6840,6.1920,82.6760,0.1060,-0.0109,6.0152,5.3900,271.890
C_persistent_bare_once,82.7840,6.2920,82.7760,0.1036,-0.0125,6.0159,5.4116,272.342
C_persistent_bare_once,82.8840,6.3920,82.8760,0.1010,-0.0136,6.0165,5.4094,272.760
C_persistent_bare_once,82.9880,6.4960,82.9760,0.0981,-0.0143,6.0170,5.3903,273.025
C_persistent_bare_once,83.0880,6.5960,83.0760,0.0950,-0.0143,6.0173,5.3660,273.030
C_persistent_bare_once,83.1880,6.6960,83.1720,0.0919,-0.0139,6.0177,5.3412,272.877
C_persistent_bare_once,83.2920,6.8000,83.2720,0.0886,-0.0129,6.0180,5.3066,272.635
C_persistent_bare_once,83.3920,6.9000,83.3720,0.0853,-0.0116,6.0182,5.2811,272.373
C_persistent_bare_once,83.4920,7.0000,83.4920,0.0814,-0.0095,6.0185,5.2471,272.135
C_persistent_bare_once,83.5920,7.1000,83.5920,0.0782,-0.0074,6.0189,5.2204,271.886
C_persistent_bare_once,83.6960,7.2040,83.6920,0.0751,-0.0050,6.0193,5.1933,271.559
C_persistent_bare_once,83.7960,7.3040,83.7920,0.0721,-0.0023,6.0199,5.1669,271.153
C_persistent_bare_once,83.8960,7.4040,83.8920,0.0694,0.0005,6.0206,5.1377,270.706
C_persistent_bare_once,83.9880,7.4960,83.9720,0.0674,0.0028,6.0211,5.1192,270.330
C_persistent_bare_once,84.0800,7.5880,84.0760,0.0650,0.0058,6.0219,5.0978,269.928
C_persistent_bare_once,84.1800,7.6880,84.1760,0.0631,0.0086,6.0226,5.0839,269.612
C_persistent_bare_once,84.2800,7.7880,84.2760,0.0616,0.0112,6.0232,5.0972,269.388
C_persistent_bare_once,84.3800,7.8880,84.3760,0.0606,0.0138,6.0236,5.1231,269.226
C_persistent_bare_once,84.4800,7.9880,84.4760,0.0598,0.0161,6.0240,5.1563,269.127
C_persistent_bare_once,84.5840,8.0920,84.5760,0.0592,0.0183,6.0244,5.2022,268.951
C_persistent_bare_once,84.6840,8.1920,84.6760,0.0588,0.0204,6.0249,5.2486,268.811
C_persistent_bare_once,84.7840,8.2920,84.7760,0.0584,0.0222,6.0255,5.2990,268.683
C_persistent_bare_once,84.8840,8.3920,84.8760,0.0580,0.0237,6.0263,5.3474,268.663
C_persistent_bare_once,84.9880,8.4960,84.9760,0.0573,0.0250,6.0274,5.3831,268.749
C_persistent_bare_once,85.0880,8.5960,85.0760,0.0564,0.0261,6.0286,5.4073,268.770
C_persistent_bare_once,85.1880,8.6960,85.1720,0.0553,0.0269,6.0297,5.4367,268.731
C_persistent_bare_once,85.2880,8.7960,85.2720,0.0539,0.0276,6.0308,5.4554,268.741
C_persistent_bare_once,85.3920,8.9000,85.3720,0.0521,0.0281,6.0317,5.4607,268.640
C_persistent_bare_once,85.4920,9.0000,85.4920,0.0495,0.0284,6.0325,5.4352,268.464
C_persistent_bare_once,85.5920,9.1000,85.5920,0.0470,0.0284,6.0328,5.4065,268.391
C_persistent_bare_once,85.6960,9.2040,85.6920,0.0443,0.0281,6.0330,5.3785,268.379
C_persistent_bare_once,85.7960,9.3040,85.7920,0.0414,0.0274,6.0330,5.3406,268.511
C_persistent_bare_once,85.8960,9.4040,85.8920,0.0384,0.0265,6.0329,5.2946,268.749
C_persistent_bare_once,85.9920,9.5000,85.9920,0.0354,0.0255,6.0326,5.2416,268.868
C_persistent_bare_once,86.0800,9.5880,86.0720,0.0330,0.0245,6.0324,5.1933,268.929
C_persistent_bare_once,86.1800,9.6880,86.1720,0.0302,0.0232,6.0319,5.1401,268.969
C_persistent_bare_once,86.2840,9.7920,86.2720,0.0277,0.0218,6.0314,5.0815,269.041
C_persistent_bare_once,86.3840,9.8920,86.3720,0.0255,0.0202,6.0307,5.0422,269.150
C_persistent_bare_once,86.4840,9.9920,86.4680,0.0239,0.0185,6.0300,5.0209,269.283
C_persistent_bare_once,86.5760,10.0840,86.5760,0.0227,0.0167,6.0290,5.0103,269.239
C_persistent_bare_once,86.6680,10.1760,86.6680,0.0221,0.0150,6.0282,5.0150,269.150
C_persistent_bare_once,86.7600,10.2680,86.7600,0.0220,0.0132,6.0273,5.0341,269.115
C_persistent_bare_once,86.8600,10.3680,86.8560,0.0222,0.0113,6.0265,5.0645,269.146
C_persistent_bare_once,86.9600,10.4680,86.9560,0.0228,0.0091,6.0258,5.0993,269.103
C_persistent_bare_once,87.0640,10.5720,87.0560,0.0237,0.0068,6.0254,5.1242,269.306
C_persistent_bare_once,87.1640,10.6720,87.1560,0.0247,0.0044,6.0252,5.1590,269.622
C_persistent_bare_once,87.2640,10.7720,87.2560,0.0260,0.0019,6.0253,5.2092,269.929
C_persistent_bare_once,87.3640,10.8720,87.3560,0.0274,-0.0006,6.0256,5.2672,270.281
C_persistent_bare_once,87.4640,10.9720,87.4560,0.0287,-0.0030,6.0260,5.3202,270.634
C_persistent_bare_once,87.5680,11.0760,87.5560,0.0298,-0.0053,6.0265,5.3559,270.947
C_persistent_bare_once,87.6680,11.1760,87.6560,0.0308,-0.0073,6.0271,5.3765,271.074
C_persistent_bare_once,87.7680,11.2760,87.7560,0.0314,-0.0091,6.0278,5.3857,271.125
C_persistent_bare_once,87.8720,11.3800,87.8560,0.0318,-0.0107,6.0285,5.3855,271.146
C_persistent_bare_once,87.9640,11.4720,87.9520,0.0320,-0.0120,6.0293,5.3846,271.202
C_persistent_bare_once,88.0520,11.5600,88.0520,0.0319,-0.0132,6.0301,5.3750,271.262
C_persistent_bare_once,88.1240,11.6320,88.1160,0.0317,-0.0138,6.0307,5.3619,271.280
C_persistent_bare_once,88.2120,11.7200,88.2040,0.0314,-0.0146,6.0315,5.3392,271.265
C_persistent_bare_once,88.3160,11.8240,88.3000,0.0309,-0.0152,6.0324,5.3150,271.275
