phase,t_sim,t_phase,pose_t_sim,east_m,north_m,up_m,tilt_deg,lean_bearing_deg
settle,25.3800,7.0280,25.3680,-0.0473,0.0423,5.9871,0.1572,116.849
settle,25.4840,7.1320,25.4680,-0.0476,0.0419,5.9894,0.1598,110.765
settle,25.5840,7.2320,25.5680,-0.0476,0.0414,5.9916,0.1595,101.476
settle,25.6840,7.3320,25.6680,-0.0473,0.0409,5.9934,0.1475,91.084
settle,25.7840,7.4320,25.7680,-0.0467,0.0403,5.9948,0.1248,76.022
settle,25.8840,7.5320,25.8680,-0.0459,0.0398,5.9960,0.1126,53.681
settle,25.9880,7.6360,25.9680,-0.0448,0.0394,5.9970,0.1047,29.836
settle,26.0880,7.7360,26.0880,-0.0435,0.0392,5.9979,0.1199,358.604
settle,26.1880,7.8360,26.1880,-0.0424,0.0392,5.9984,0.1615,342.879
settle,26.2920,7.9400,26.2880,-0.0414,0.0395,5.9990,0.1950,336.312
settle,26.3920,8.0400,26.3880,-0.0406,0.0401,5.9994,0.2138,332.297
settle,26.4920,8.1400,26.4880,-0.0400,0.0411,5.9998,0.2286,331.963
settle,26.5960,8.2440,26.5880,-0.0397,0.0424,6.0002,0.2369,333.637
settle,26.6960,8.3440,26.6880,-0.0396,0.0441,6.0005,0.2251,336.802
settle,26.7800,8.4280,26.7720,-0.0397,0.0458,6.0009,0.1991,340.316
settle,26.8800,8.5280,26.8720,-0.0400,0.0482,6.0013,0.1641,350.876
settle,26.9800,8.6280,26.9720,-0.0403,0.0508,6.0016,0.1263,7.842
settle,27.0800,8.7280,27.0720,-0.0405,0.0537,6.0017,0.0954,34.568
settle,27.1840,8.8320,27.1720,-0.0407,0.0567,6.0017,0.0874,63.119
settle,27.2840,8.9320,27.2720,-0.0406,0.0597,6.0014,0.0855,95.887
settle,27.3840,9.0320,27.3720,-0.0403,0.0627,6.0009,0.1043,132.479
settle,27.4840,9.1320,27.4680,-0.0398,0.0655,6.0003,0.1448,154.262
settle,27.5840,9.2320,27.5680,-0.0393,0.0681,5.9995,0.1923,166.868
settle,27.6880,9.3360,27.6680,-0.0386,0.0703,5.9986,0.2302,175.902
settle,27.7880,9.4360,27.7880,-0.0378,0.0723,5.9974,0.2494,182.306
settle,27.8880,9.5360,27.8880,-0.0373,0.0734,5.9965,0.2520,181.427
settle,27.9920,9.6400,27.9880,-0.0368,0.0740,5.9955,0.2496,176.131
settle,28.0920,9.7400,28.0880,-0.0364,0.0742,5.9946,0.2428,168.055
settle,28.1920,9.8400,28.1880,-0.0359,0.0739,5.9938,0.2305,159.688
settle,28.2920,9.9400,28.2880,-0.0352,0.0733,5.9928,0.2115,149.974
settle,28.3960,10.0440,28.3880,-0.0344,0.0722,5.9919,0.1861,138.355
settle,28.4840,10.1320,28.4840,-0.0333,0.0710,5.9911,0.1589,126.637
settle,28.5880,10.2360,28.5840,-0.0319,0.0696,5.9902,0.1285,113.816
settle,28.6800,10.3280,28.6720,-0.0305,0.0684,5.9895,0.1010,107.586
settle,28.7600,10.4080,28.7480,-0.0292,0.0673,5.9889,0.0746,105.866
settle,28.8640,10.5120,28.8480,-0.0273,0.0660,5.9880,0.0416,111.641
settle,28.9640,10.6120,28.9640,-0.0251,0.0644,5.9869,0.0192,184.498
settle,29.0640,10.7120,29.0640,-0.0233,0.0630,5.9859,0.0323,223.232
settle,29.1680,10.8160,29.1640,-0.0216,0.0617,5.9848,0.0623,223.162
settle,29.2680,10.9160,29.2640,-0.0198,0.0604,5.9838,0.1048,231.635
settle,29.3680,11.0160,29.3640,-0.0182,0.0588,5.9830,0.1468,240.694
settle,29.4640,11.1120,29.4640,-0.0168,0.0572,5.9825,0.2019,247.330
settle,29.5600,11.2080,29.5520,-0.0158,0.0556,5.9822,0.2505,252.582
settle,29.6600,11.3080,29.6520,-0.0151,0.0537,5.9822,0.2931,256.493
settle,29.7600,11.4080,29.7520,-0.0150,0.0517,5.9826,0.3088,260.457
settle,29.8640,11.5120,29.8520,-0.0155,0.0496,5.9832,0.3092,263.591
settle,29.9640,11.6120,29.9520,-0.0166,0.0475,5.9840,0.3006,268.786
settle,30.0640,11.7120,30.0520,-0.0182,0.0453,5.9850,0.2891,275.136
settle,30.1640,11.8120,30.1520,-0.0203,0.0432,5.9861,0.2705,280.577
settle,30.2640,11.9120,30.2520,-0.0228,0.0413,5.9873,0.2384,283.374
settle,30.3680,12.0160,30.3520,-0.0258,0.0396,5.9887,0.2030,280.733
A_baseline,30.3680,0.0000,30.3520,-0.0258,0.0396,5.9887,0.2030,280.733
A_baseline,30.4680,0.1000,30.4520,-0.0290,0.0380,5.9902,0.1643,277.196
A_baseline,30.5680,0.2000,30.5520,-0.0325,0.0365,5.9917,0.1340,269.517
A_baseline,30.6600,0.2920,30.6520,-0.0362,0.0350,5.9931,0.1041,255.727
A_baseline,30.7360,0.3680,30.7280,-0.0390,0.0338,5.9942,0.0892,247.675
A_baseline,30.8200,0.4520,30.8160,-0.0424,0.0324,5.9954,0.0717,230.992
A_baseline,30.9040,0.5360,30.9000,-0.0457,0.0310,5.9966,0.0585,208.064
A_baseline,31.0080,0.6400,31.0000,-0.0496,0.0292,5.9979,0.0520,179.120
A_baseline,31.1080,0.7400,31.1000,-0.0535,0.0273,5.9993,0.0473,139.149
A_baseline,31.2080,0.8400,31.2000,-0.0572,0.0254,6.0006,0.0630,101.583
A_baseline,31.3120,0.9440,31.3000,-0.0608,0.0234,6.0019,0.0885,83.761
A_baseline,31.4120,1.0440,31.4000,-0.0642,0.0214,6.0030,0.1254,69.735
A_baseline,31.5120,1.1440,31.5000,-0.0675,0.0195,6.0039,0.1866,60.986
A_baseline,31.6120,1.2440,31.6000,-0.0704,0.0178,6.0046,0.2489,59.997
A_baseline,31.7160,1.3480,31.7000,-0.0730,0.0164,6.0049,0.2956,60.347
A_baseline,31.8160,1.4480,31.8000,-0.0750,0.0152,6.0049,0.3358,59.945
A_baseline,31.9160,1.5480,31.9000,-0.0764,0.0144,6.0047,0.3525,58.888
A_baseline,32.0160,1.6480,32.0000,-0.0772,0.0139,6.0044,0.3573,55.428
A_baseline,32.1200,1.7520,32.1200,-0.0774,0.0138,6.0040,0.3285,52.087
A_baseline,32.2200,1.8520,32.2200,-0.0771,0.0142,6.0037,0.2977,49.936
A_baseline,32.3200,1.9520,32.3200,-0.0764,0.0149,6.0034,0.2560,48.526
A_baseline,32.4240,2.0560,32.4200,-0.0753,0.0159,6.0032,0.2229,46.332
A_baseline,32.5240,2.1560,32.5200,-0.0741,0.0170,6.0031,0.2031,42.152
A_baseline,32.6120,2.2440,32.6040,-0.0728,0.0183,6.0031,0.1835,40.668
A_baseline,32.7120,2.3440,32.7040,-0.0713,0.0200,6.0031,0.1587,44.950
A_baseline,32.8040,2.4360,32.7960,-0.0696,0.0217,6.0033,0.1359,47.587
A_baseline,32.8960,2.5280,32.8840,-0.0679,0.0234,6.0035,0.1086,46.908
A_baseline,32.9840,2.6160,32.9720,-0.0661,0.0252,6.0038,0.0816,47.398
A_baseline,33.0880,2.7200,33.0720,-0.0640,0.0273,6.0042,0.0474,44.084
A_baseline,33.1880,2.8200,33.1720,-0.0618,0.0295,6.0046,0.0195,4.048
A_baseline,33.2840,2.9160,33.2840,-0.0594,0.0318,6.0049,0.0427,295.392
A_baseline,33.3840,3.0160,33.3840,-0.0573,0.0339,6.0050,0.0716,289.299
A_baseline,33.4880,3.1200,33.4840,-0.0555,0.0361,6.0049,0.0797,277.711
A_baseline,33.5880,3.2200,33.5840,-0.0538,0.0382,6.0045,0.0821,261.847
A_baseline,33.6880,3.3200,33.6840,-0.0523,0.0404,6.0039,0.0856,250.767
A_baseline,33.7880,3.4200,33.7840,-0.0511,0.0424,6.0030,0.0783,238.740
A_baseline,33.8880,3.5200,33.8840,-0.0499,0.0443,6.0018,0.0666,225.883
A_baseline,33.9920,3.6240,33.9840,-0.0489,0.0461,6.0004,0.0570,218.099
A_baseline,34.0920,3.7240,34.0840,-0.0478,0.0478,5.9986,0.0468,224.567
A_baseline,34.1960,3.8280,34.1800,-0.0468,0.0493,5.9968,0.0576,242.849
A_baseline,34.2960,3.9280,34.2800,-0.0459,0.0508,5.9948,0.0696,254.908
A_baseline,34.3960,4.0280,34.3800,-0.0451,0.0523,5.9927,0.0879,256.197
A_baseline,34.4960,4.1280,34.4800,-0.0444,0.0538,5.9905,0.1049,254.024
A_baseline,34.6000,4.2320,34.5800,-0.0440,0.0552,5.9882,0.1146,250.961
A_baseline,34.6880,4.3200,34.6880,-0.0437,0.0567,5.9858,0.1189,249.784
A_baseline,34.7800,4.4120,34.7760,-0.0437,0.0578,5.9838,0.1144,246.156
A_baseline,34.8640,4.4960,34.8560,-0.0439,0.0587,5.9821,0.1077,235.541
A_baseline,34.9440,4.5760,34.9400,-0.0442,0.0597,5.9803,0.0982,223.485
A_baseline,35.0240,4.6560,35.0200,-0.0445,0.0604,5.9787,0.0902,214.535
A_baseline,35.1120,4.7440,35.1040,-0.0449,0.0611,5.9771,0.0874,199.825
A_baseline,35.1960,4.8280,35.1840,-0.0454,0.0618,5.9757,0.0958,180.825
A_baseline,35.2920,4.9240,35.2800,-0.0459,0.0623,5.9742,0.1110,165.781
A_baseline,35.3800,5.0120,35.3680,-0.0463,0.0627,5.9731,0.1208,159.372
A_baseline,35.4760,5.1080,35.4680,-0.0467,0.0628,5.9720,0.1095,153.047
A_baseline,35.5760,5.2080,35.5600,-0.0469,0.0627,5.9713,0.0862,147.930
A_baseline,35.6640,5.2960,35.6600,-0.0471,0.0625,5.9707,0.0577,120.578
A_baseline,35.7480,5.3800,35.7480,-0.0472,0.0621,5.9704,0.0696,69.896
A_baseline,35.8400,5.4720,35.8320,-0.0473,0.0618,5.9704,0.1182,53.835
A_baseline,35.9280,5.5600,35.9120,-0.0473,0.0617,5.9705,0.1614,51.859
A_baseline,36.0080,5.6400,35.9960,-0.0471,0.0617,5.9708,0.2022,49.979
A_baseline,36.1000,5.7320,36.0960,-0.0467,0.0619,5.9713,0.2382,51.637
A_baseline,36.1840,5.8160,36.1760,-0.0460,0.0624,5.9717,0.2465,51.458
A_baseline,36.2760,5.9080,36.2600,-0.0451,0.0630,5.9720,0.2351,50.965
A_baseline,36.3680,6.0000,36.3600,-0.0436,0.0641,5.9724,0.2128,50.618
A_baseline,36.4680,6.1000,36.4520,-0.0420,0.0653,5.9727,0.1870,52.191
A_baseline,36.5640,6.1960,36.5440,-0.0402,0.0666,5.9729,0.1491,55.793
A_baseline,36.6400,6.2720,36.6360,-0.0382,0.0682,5.9731,0.1069,70.649
A_baseline,36.7200,6.3520,36.7040,-0.0367,0.0694,5.9732,0.0862,96.351
A_baseline,36.7960,6.4280,36.7880,-0.0347,0.0709,5.9733,0.0919,137.851
A_baseline,36.8800,6.5120,36.8680,-0.0328,0.0722,5.9734,0.1169,158.517
A_baseline,36.9600,6.5920,36.9520,-0.0308,0.0733,5.9735,0.1410,167.372
A_baseline,37.0360,6.6680,37.0320,-0.0289,0.0742,5.9736,0.1612,173.162
A_baseline,37.1280,6.7600,37.1240,-0.0266,0.0750,5.9738,0.1821,178.386
A_baseline,37.2240,6.8560,37.2160,-0.0244,0.0755,5.9740,0.2009,183.979
A_baseline,37.3240,6.9560,37.3160,-0.0219,0.0757,5.9742,0.2200,193.380
A_baseline,37.4200,7.0520,37.4080,-0.0197,0.0756,5.9744,0.2373,204.036
A_baseline,37.5160,7.1480,37.5000,-0.0177,0.0751,5.9746,0.2579,212.898
A_baseline,37.6200,7.2520,37.6000,-0.0158,0.0741,5.9749,0.2747,222.166
A_baseline,37.7160,7.3480,37.7160,-0.0139,0.0726,5.9752,0.2970,230.935
A_baseline,37.8080,7.4400,37.7920,-0.0131,0.0714,5.9754,0.3063,235.294
A_baseline,37.9000,7.5320,37.8800,-0.0124,0.0697,5.9757,0.3135,240.243
A_baseline,37.9920,7.6240,37.9920,-0.0122,0.0674,5.9760,0.3097,244.345
A_baseline,38.0920,7.7240,38.0920,-0.0126,0.0651,5.9764,0.2880,246.191
A_baseline,38.1840,7.8160,38.1720,-0.0133,0.0631,5.9767,0.2600,245.029
A_baseline,38.2800,7.9120,38.2600,-0.0144,0.0608,5.9770,0.2198,244.019
A_baseline,38.3760,8.0080,38.3600,-0.0159,0.0581,5.9774,0.1703,242.405
A_baseline,38.4640,8.0960,38.4520,-0.0176,0.0555,5.9778,0.1229,240.773
A_baseline,38.5440,8.1760,38.5360,-0.0192,0.0531,5.9781,0.0733,239.075
A_baseline,38.6240,8.2560,38.6160,-0.0208,0.0507,5.9783,0.0229,248.640
A_baseline,38.7080,8.3400,38.7040,-0.0226,0.0481,5.9785,0.0268,51.671
A_baseline,38.7760,8.4080,38.7680,-0.0239,0.0463,5.9785,0.0554,64.271
A_baseline,38.8480,8.4800,38.8480,-0.0254,0.0441,5.9786,0.0937,74.918
A_baseline,38.9240,8.5560,38.9120,-0.0265,0.0424,5.9785,0.1265,80.817
A_baseline,39.0000,8.6320,39.0000,-0.0280,0.0401,5.9783,0.1697,85.861
A_baseline,39.0760,8.7080,39.0640,-0.0288,0.0385,5.9780,0.1958,88.856
A_baseline,39.1520,8.7840,39.1440,-0.0296,0.0365,5.9777,0.2162,92.926
A_baseline,39.2360,8.8680,39.2320,-0.0302,0.0344,5.9771,0.2342,98.224
A_baseline,39.3040,8.9360,39.2960,-0.0304,0.0328,5.9767,0.2383,101.648
A_baseline,39.3880,9.0200,39.3760,-0.0304,0.0308,5.9761,0.2353,105.216
A_baseline,39.4720,9.1040,39.4600,-0.0301,0.0286,5.9754,0.2149,109.554
A_baseline,39.5640,9.1960,39.5600,-0.0292,0.0259,5.9746,0.1683,115.408
A_baseline,39.6600,9.2920,39.6520,-0.0282,0.0233,5.9738,0.1216,124.975
A_baseline,39.7560,9.3880,39.7520,-0.0270,0.0203,5.9730,0.0751,144.233
A_baseline,39.8440,9.4760,39.8400,-0.0258,0.0176,5.9725,0.0330,185.970
A_baseline,39.9320,9.5640,39.9160,-0.0249,0.0152,5.9721,0.0364,257.655
A_baseline,40.0320,9.6640,40.0160,-0.0237,0.0121,5.9718,0.0922,283.886
A_baseline,40.1280,9.7600,40.1160,-0.0227,0.0090,5.9718,0.1531,297.272
A_baseline,40.2240,9.8560,40.2120,-0.0219,0.0061,5.9720,0.2228,303.607
A_baseline,40.3240,9.9560,40.3120,-0.0214,0.0034,5.9723,0.2922,306.569
A_baseline,40.4200,10.0520,40.4120,-0.0214,0.0011,5.9726,0.3348,307.805
A_baseline,40.5040,10.1360,40.5000,-0.0219,-0.0006,5.9729,0.3487,309.566
A_baseline,40.5920,10.2240,40.5920,-0.0227,-0.0020,5.9731,0.3468,309.357
A_baseline,40.6920,10.3240,40.6880,-0.0241,-0.0030,5.9733,0.3280,308.028
A_baseline,40.7880,10.4200,40.7840,-0.0259,-0.0036,5.9733,0.2875,306.972
A_baseline,40.8840,10.5160,40.8800,-0.0281,-0.0039,5.9731,0.2328,307.031
A_baseline,40.9720,10.6040,40.9640,-0.0303,-0.0040,5.9730,0.1819,310.515
A_baseline,41.0680,10.7000,41.0600,-0.0330,-0.0041,5.9728,0.1392,321.040
A_baseline,41.1520,10.7840,41.1360,-0.0353,-0.0040,5.9727,0.1119,336.680
A_baseline,41.2320,10.8640,41.2240,-0.0378,-0.0037,5.9726,0.0905,3.540
A_baseline,41.3040,10.9360,41.2880,-0.0397,-0.0035,5.9726,0.0868,27.813
A_baseline,41.3840,11.0160,41.3760,-0.0421,-0.0030,5.9726,0.0906,51.336
A_baseline,41.4640,11.0960,41.4560,-0.0442,-0.0025,5.9727,0.0925,66.231
A_baseline,41.5440,11.1760,41.5400,-0.0462,-0.0020,5.9728,0.0970,80.445
A_baseline,41.6200,11.2520,41.6080,-0.0477,-0.0015,5.9730,0.1032,86.840
A_baseline,41.7000,11.3320,41.6840,-0.0493,-0.0010,5.9732,0.1055,92.143
A_baseline,41.7800,11.4120,41.7720,-0.0510,-0.0005,5.9735,0.1057,94.692
A_baseline,41.8560,11.4880,41.8520,-0.0523,-0.0000,5.9738,0.1068,102.854
A_baseline,41.9440,11.5760,41.9440,-0.0537,0.0005,5.9741,0.1023,114.654
A_baseline,42.0400,11.6720,42.0400,-0.0549,0.0010,5.9745,0.0956,128.548
A_baseline,42.1360,11.7680,42.1320,-0.0560,0.0013,5.9748,0.0852,141.033
A_baseline,42.2240,11.8560,42.2160,-0.0569,0.0015,5.9752,0.0702,153.152
A_baseline,42.3240,11.9560,42.3120,-0.0578,0.0016,5.9755,0.0555,167.063
A_baseline,42.4240,12.0560,42.4120,-0.0589,0.0016,5.9759,0.0335,176.220
A_baseline,42.5200,12.1520,42.5040,-0.0598,0.0015,5.9763,0.0164,143.810
A_baseline,42.6200,12.2520,42.6040,-0.0609,0.0013,5.9767,0.0230,35.892
A_baseline,42.7200,12.3520,42.7040,-0.0618,0.0011,5.9772,0.0625,12.214
A_baseline,42.8200,12.4520,42.8000,-0.0627,0.0011,5.9777,0.0959,6.421
A_baseline,42.9200,12.5520,42.9160,-0.0638,0.0012,5.9785,0.1349,1.910
A_baseline,43.0160,12.6480,43.0120,-0.0646,0.0016,5.9792,0.1688,1.143
A_baseline,43.1120,12.7440,43.1080,-0.0655,0.0022,5.9800,0.1912,0.223
A_baseline,43.2080,12.8400,43.2040,-0.0663,0.0032,5.9807,0.2089,2.139
A_baseline,43.3080,12.9400,43.3000,-0.0672,0.0045,5.9814,0.2071,5.894
A_baseline,43.4000,13.0320,43.3880,-0.0679,0.0062,5.9820,0.1812,10.415
A_baseline,43.5000,13.1320,43.4880,-0.0687,0.0083,5.9827,0.1541,18.297
A_baseline,43.6040,13.2360,43.5880,-0.0695,0.0107,5.9835,0.1211,33.676
A_baseline,43.6920,13.3240,43.6840,-0.0700,0.0131,5.9843,0.0977,55.285
A_baseline,43.7640,13.3960,43.7640,-0.0704,0.0151,5.9850,0.0913,70.928
A_baseline,43.8520,13.4840,43.8520,-0.0706,0.0174,5.9858,0.0890,96.291
A_baseline,43.9240,13.5560,43.9160,-0.0707,0.0191,5.9863,0.0962,117.920
A_baseline,44.0080,13.6400,43.9960,-0.0707,0.0211,5.9869,0.1124,140.761
A_baseline,44.0880,13.7200,44.0800,-0.0706,0.0231,5.9875,0.1419,157.730
A_baseline,44.1800,13.8120,44.1680,-0.0704,0.0250,5.9880,0.1734,167.672
A_baseline,44.2760,13.9080,44.2640,-0.0701,0.0267,5.9884,0.1960,174.969
A_baseline,44.3760,14.0080,44.3640,-0.0699,0.0281,5.9888,0.2128,179.446
A_baseline,44.4760,14.1080,44.4640,-0.0696,0.0291,5.9891,0.2218,181.503
A_baseline,44.5800,14.2120,44.5640,-0.0694,0.0297,5.9895,0.2166,182.475
A_baseline,44.6800,14.3120,44.6640,-0.0693,0.0298,5.9899,0.2013,182.775
A_baseline,44.7800,14.4120,44.7800,-0.0691,0.0295,5.9903,0.1854,181.521
A_baseline,44.8760,14.5080,44.8760,-0.0690,0.0290,5.9905,0.1761,177.483
A_baseline,44.9760,14.6080,44.9760,-0.0689,0.0282,5.9905,0.1668,175.304
A_baseline,45.0760,14.7080,45.0760,-0.0687,0.0271,5.9904,0.1596,172.883
A_baseline,45.1760,14.8080,45.1760,-0.0685,0.0257,5.9901,0.1404,172.226
A_baseline,45.2800,14.9120,45.2760,-0.0682,0.0240,5.9897,0.1178,173.202
A_baseline,45.3800,15.0120,45.3760,-0.0680,0.0222,5.9892,0.0933,171.948
A_baseline__settle,45.3800,0.0000,45.3760,-0.0680,0.0222,5.9892,0.0933,171.948
A_baseline__settle,45.4800,0.1000,45.4760,-0.0677,0.0202,5.9886,0.0725,158.492
A_baseline__settle,45.5800,0.2000,45.5720,-0.0675,0.0182,5.9880,0.0623,130.837
A_baseline__settle,45.6800,0.3000,45.6720,-0.0672,0.0161,5.9872,0.0721,94.170
A_baseline__settle,45.7760,0.3960,45.7720,-0.0668,0.0140,5.9863,0.0853,72.457
A_baseline__settle,45.8720,0.4920,45.8640,-0.0662,0.0121,5.9854,0.0940,62.052
A_baseline__settle,45.9480,0.5680,45.9440,-0.0655,0.0105,5.9845,0.1009,49.048
A_baseline__settle,46.0280,0.6480,46.0280,-0.0648,0.0090,5.9836,0.1130,42.251
A_baseline__settle,46.1080,0.7280,46.0960,-0.0642,0.0079,5.9828,0.1212,36.931
A_baseline__settle,46.1920,0.8120,46.1920,-0.0631,0.0064,5.9816,0.1355,30.217
A_baseline__settle,46.2720,0.8920,46.2600,-0.0624,0.0055,5.9808,0.1466,26.292
A_baseline__settle,46.3640,0.9840,46.3600,-0.0611,0.0043,5.9795,0.1506,18.504
A_baseline__settle,46.4560,1.0760,46.4520,-0.0598,0.0036,5.9784,0.1412,9.852
A_baseline__settle,46.5560,1.1760,46.5520,-0.0584,0.0030,5.9771,0.1260,355.396
A_baseline__settle,46.6560,1.2760,46.6520,-0.0570,0.0027,5.9760,0.1189,334.829
A_baseline__settle,46.7600,1.3800,46.7520,-0.0556,0.0026,5.9749,0.1306,313.366
A_baseline__settle,46.8480,1.4680,46.8320,-0.0547,0.0026,5.9741,0.1538,301.926
A_baseline__settle,46.9480,1.5680,46.9320,-0.0538,0.0027,5.9731,0.1785,295.816
A_baseline__settle,47.0480,1.6680,47.0440,-0.0531,0.0029,5.9720,0.2085,292.035
A_baseline__settle,47.1480,1.7680,47.1440,-0.0529,0.0033,5.9709,0.2345,291.046
A_baseline__settle,47.2480,1.8680,47.2440,-0.0530,0.0037,5.9697,0.2687,290.790
A_baseline__settle,47.3520,1.9720,47.3360,-0.0535,0.0043,5.9686,0.2929,291.630
